,Mission Date,Theater of Operations,lat1,long1,lat2,long2,year
68728,4/3/1944,PTO,-15.25,166.833333,-4.183333333,152.1166667,1944
68729,4/3/1944,PTO,-6.216667,155.066667,-4.333333333,152.33333330000002,1944
68942,12/3/1940,MTO,35.8575,14.4775,37.25,15.22,1940
68943,12/3/1940,MTO,35.8575,14.4775,37.47,15.06,1940
68944,12/3/1940,MTO,35.8575,14.4775,40.84,14.28,1940
69112,4/4/1944,MTO,40.916667,14.4,41.9,12.47,1944
69118,4/4/1944,MTO,40.916667,14.4,42.27,12.18,1944
69465,4/5/1944,MTO,40.916667,14.4,42.27,12.18,1944
69764,12/8/1940,MTO,35.8575,14.4775,32.67,13.16,1940
69765,12/8/1940,MTO,35.8575,14.4775,32.9,13.28,1940
69834,4/6/1944,MTO,40.916667,14.4,42.27,12.18,1944
69843,4/6/1944,PTO,-6.216667,155.066667,-4.183333333,152.1166667,1944
69849,4/6/1944,PTO,-6.216667,155.066667,-4.183333333,152.1166667,1944
70175,12/13/1940,MTO,35.8575,14.4775,39.09,17.13,1940
70176,12/13/1940,MTO,35.8575,14.4775,32.92,13.08,1940
70177,12/13/1940,MTO,12.7817,45.0267,9.5833,41.8667,1940
70180,12/14/1940,MTO,35.8575,14.4775,40.84,14.28,1940
70231,4/7/1944,MTO,40.916667,14.4,42.35,11.62,1944
70233,4/7/1944,PTO,-15.25,166.833333,-4.183333333,152.1166667,1944
70245,4/7/1944,MTO,40.916667,14.4,42.72,12.12,1944
70265,4/7/1944,PTO,-6.216667,155.066667,-4.183333333,152.1166667,1944
70320,4/8/1944,MTO,40.916667,14.4,42.05,12.15,1944
70644,4/8/1944,MTO,40.916667,14.4,42.42,12.12,1944
70645,4/8/1944,PTO,-6.216667,155.066667,-4.183333333,152.15,1944
70646,4/8/1944,MTO,40.916667,14.4,42.15,11.95,1944
70658,4/8/1944,PTO,-6.216667,155.066667,-4.183333333,152.15,1944
70849,4/9/1945,MTO,49.678889,8.451389,46.0,12.67,1945
71228,12/20/1940,MTO,35.8575,14.4775,32.92,13.08,1940
71300,12/21/1940,MTO,35.8575,14.4775,32.67,13.16,1940
71440,4/9/1944,MTO,40.916667,14.4,41.47,12.9,1944
71458,4/9/1944,PTO,-6.216667,155.066667,-4.333333333,152.33333330000002,1944
71459,4/9/1944,MTO,40.916667,14.4,41.27,13.25,1944
71466,4/9/1944,PTO,-6.216667,155.066667,-4.333333333,152.33333330000002,1944
71674,12/23/1940,MTO,35.8575,14.4775,32.92,13.08,1940
71676,12/24/1940,MTO,35.8575,14.4775,32.67,13.16,1940
72070,12/29/1940,MTO,35.8575,14.4775,40.84,14.28,1940
72072,12/30/1940,MTO,35.8575,14.4775,39.09,17.13,1940
72073,12/30/1940,MTO,35.8575,14.4775,38.13,13.36,1940
72074,12/30/1940,MTO,35.8575,14.4775,40.47,17.23,1940
72240,4/10/1944,MTO,41.036617,13.960642000000002,42.05,12.15,1944
72253,4/10/1944,MTO,41.036617,13.960642000000002,42.42,12.12,1944
72257,4/10/1944,PTO,-6.216667,155.066667,-4.333333333,152.33333330000002,1944
72258,4/10/1944,PTO,-15.25,166.833333,-4.333333333,152.33333330000002,1944
72259,4/10/1944,MTO,41.036617,13.960642000000002,42.42,12.12,1944
72435,1/1/1941,MTO,35.8575,14.4775,32.92,13.08,1941
72490,1/5/1941,MTO,35.8575,14.4775,32.92,13.08,1941
72492,1/6/1941,MTO,35.8575,14.4775,32.92,13.08,1941
72513,1/8/1941,MTO,35.8575,14.4775,40.84,14.28,1941
72514,1/8/1941,MTO,35.8575,14.4775,38.13,13.36,1941
73102,4/11/1944,MTO,41.036617,13.960642000000002,42.42,12.12,1944
73248,1/9/1941,MTO,35.8575,14.4775,38.19,15.57,1941
73258,1/10/1941,MTO,35.8575,14.4775,38.13,13.36,1941
73356,4/10/1945,PTO,-6.244444,155.38388899999998,-6.7,155.81666669999998,1945
73531,1/13/1941,MTO,35.8575,14.4775,37.47,15.06,1941
73596,1/16/1941,MTO,35.8575,14.4775,37.47,15.06,1941
73604,1/21/1941,MTO,35.8575,14.4775,37.47,15.06,1941
73605,1/21/1941,MTO,35.8575,14.4775,37.08,15.28,1941
73925,1/22/1941,MTO,35.8575,14.4775,37.25,15.22,1941
73927,1/22/1941,MTO,35.8575,14.4775,37.47,15.06,1941
73928,1/22/1941,MTO,35.8575,14.4775,36.99,14.61,1941
73941,1/27/1941,MTO,35.8575,14.4775,40.84,14.28,1941
73943,1/28/1941,MTO,35.8575,14.4775,37.47,15.06,1941
73944,1/28/1941,MTO,35.8575,14.4775,36.99,14.61,1941
73945,1/28/1941,MTO,35.8575,14.4775,40.84,14.28,1941
73946,1/28/1941,MTO,15.58,32.52,15.7833,38.45,1941
73957,1/29/1941,MTO,15.58,32.52,5.016,38.681999999999995,1941
73958,1/29/1941,MTO,-1.2833,36.8167,7.2,38.6,1941
73960,1/31/1941,MTO,35.8575,14.4775,32.92,13.08,1941
73988,2/3/1941,MTO,35.8575,14.4775,32.67,13.16,1941
73989,2/3/1941,MTO,-1.2833,36.8167,4.88333,38.0833,1941
73990,2/3/1941,MTO,15.58,32.52,12.55,37.4333,1941
74121,4/12/1944,MTO,41.036617,13.960642000000002,42.47,12.4,1944
74131,4/12/1944,PTO,-15.25,166.833333,-4.183333333,152.1166667,1944
74158,4/12/1944,PTO,-6.216667,155.066667,-4.183333333,152.1166667,1944
74350,2/4/1941,MTO,12.7817,45.0267,13.4674,39.5335,1941
74370,2/7/1941,MTO,15.58,32.52,11.2667,36.8333,1941
74378,2/7/1941,MTO,12.7817,45.0267,11.0769,39.745,1941
74579,4/13/1944,MTO,41.036617,13.960642000000002,42.52,12.28,1944
74695,2/8/1941,MTO,35.8575,14.4775,32.92,13.08,1941
75136,2/12/1941,MTO,35.8575,14.4775,36.99,14.61,1941
75725,4/14/1944,MTO,41.036617,13.960642000000002,42.42,12.12,1944
75730,4/14/1944,MTO,41.036617,13.960642000000002,42.0,12.0,1944
75737,4/14/1944,MTO,41.036617,13.960642000000002,42.47,12.4,1944
75738,4/14/1944,MTO,41.036617,13.960642000000002,42.72,12.12,1944
75928,2/16/1941,MTO,35.8575,14.4775,37.47,15.06,1941
75929,2/16/1941,MTO,15.58,32.52,14.9936,39.0433,1941
75939,2/19/1941,MTO,18.822567,36.817865000000005,15.3333,38.9333,1941
76079,4/15/1944,MTO,41.036617,13.960642000000002,43.15,13.4,1944
76096,4/15/1944,MTO,41.036617,13.960642000000002,42.53,12.05,1944
76102,4/15/1944,MTO,41.036617,13.960642000000002,42.42,12.12,1944
76274,2/21/1941,MTO,35.8575,14.4775,37.47,15.06,1941
76275,2/21/1941,MTO,35.8575,14.4775,36.99,14.61,1941
76299,2/23/1941,MTO,15.58,32.52,13.4674,39.5335,1941
76316,2/24/1941,MTO,35.8575,14.4775,32.92,13.08,1941
76457,4/16/1944,MTO,41.036617,13.960642000000002,42.42,12.12,1944
76481,4/16/1944,MTO,41.036617,13.960642000000002,42.42,12.12,1944
76482,4/16/1944,MTO,41.036617,13.960642000000002,42.55,12.65,1944
76483,4/16/1944,MTO,41.036617,13.960642000000002,42.47,12.4,1944
76484,4/16/1944,MTO,41.036617,13.960642000000002,42.27,12.18,1944
76488,4/16/1944,MTO,41.036617,13.960642000000002,44.82,10.1,1944
76571,4/11/1945,PTO,-6.244444,155.38388899999998,-6.7,155.81666669999998,1945
76703,2/27/1941,MTO,18.75,37.0,10.7,37.067,1941
76870,4/17/1944,MTO,41.036617,13.960642000000002,42.47,12.4,1944
76879,4/17/1944,MTO,41.036617,13.960642000000002,42.27,12.18,1944
76880,4/17/1944,MTO,41.036617,13.960642000000002,42.52,12.28,1944
77057,2/28/1941,MTO,15.58,32.52,10.7,37.067,1941
77258,4/18/1944,PTO,-15.25,166.833333,-4.4,152.4,1944
77269,4/18/1944,MTO,41.036617,13.960642000000002,41.25,13.62,1944
77277,4/18/1944,PTO,-6.216667,155.066667,-4.4,152.4,1944
77299,4/18/1944,PTO,-6.216667,155.066667,-4.4,152.4,1944
78145,3/14/1941,MTO,15.58,32.52,15.7833,38.45,1941
78169,3/16/1941,MTO,15.58,32.52,15.7833,38.45,1941
78803,4/19/1944,MTO,41.036617,13.960642000000002,42.47,12.4,1944
78949,3/23/1941,MTO,12.7817,45.0267,9.0272,38.7369,1941
79279,3/30/1941,EAST AFRICA,15.5333,32.5,15.33,38.93,1941
79321,4/1/1941,MTO,30.98472222,29.85138889,30.46,18.56,1941
79331,4/2/1941,MTO,30.98472222,29.85138889,30.44,19.67,1941
79332,4/2/1941,MTO,30.98472222,29.85138889,30.44,19.67,1941
79333,4/2/1941,MTO,30.2469,32.4923,30.44,19.67,1941
79334,4/2/1941,MTO,30.2469,32.4923,32.92,13.08,1941
79349,4/3/1941,MTO,30.98472222,29.85138889,30.76,20.23,1941
79589,4/20/1944,MTO,41.036617,13.960642000000002,42.72,12.12,1944
79600,4/20/1944,MTO,41.036617,13.960642000000002,42.47,12.4,1944
79601,4/20/1944,MTO,41.036617,13.960642000000002,42.52,12.28,1944
79667,4/4/1941,MTO,30.2469,32.4923,30.76,20.23,1941
79668,4/4/1941,MTO,30.98472222,29.85138889,31.58,21.02,1941
79669,4/4/1941,MTO,30.2469,32.4923,32.92,13.08,1941
79672,4/5/1941,MTO,30.98472222,29.85138889,30.46,18.56,1941
79673,4/5/1941,MTO,30.98472222,29.85138889,32.22,21.4,1941
79674,4/5/1941,MTO,30.98472222,29.85138889,26.34,17.23,1941
79691,4/6/1941,MTO,30.2469,32.4923,30.27,19.2,1941
79694,4/6/1941,MTO,30.98472222,29.85138889,30.76,20.23,1941
79695,4/6/1941,MTO,30.98472222,29.85138889,32.17,22.28,1941
79697,4/6/1941,MTO,30.2469,32.4923,32.92,13.08,1941
79698,4/6/1941,MTO,-1.2833,36.8167,9.0272,38.7369,1941
79744,4/7/1941,MTO,30.2469,32.4923,32.65,14.26,1941
79745,4/7/1941,MTO,30.98472222,29.85138889,32.17,22.28,1941
79746,4/7/1941,MTO,30.98472222,29.85138889,32.09,24.01,1941
79812,4/12/1945,PTO,-6.244444,155.38388899999998,-6.7,155.81666669999998,1945
80082,4/8/1941,MTO,30.2469,32.4923,32.11,20.05,1941
80083,4/8/1941,MTO,30.98472222,29.85138889,32.17,22.28,1941
80127,4/9/1941,MTO,30.2469,32.4923,31.58,25.05,1941
80128,4/9/1941,MTO,30.98472222,29.85138889,32.17,22.28,1941
80129,4/9/1941,MTO,30.98472222,29.85138889,31.6,23.83,1941
80467,4/10/1941,MTO,30.98472222,29.85138889,31.91,23.91,1941
80472,4/11/1941,MTO,30.98472222,29.85138889,32.05,23.7,1941
80475,4/11/1941,MTO,30.98472222,29.85138889,30.05,24.08,1941
80476,4/11/1941,MTO,30.98472222,29.85138889,32.15,23.36,1941
80478,4/11/1941,MTO,30.98472222,29.85138889,32.04,23.95,1941
80479,4/11/1941,MTO,30.2469,32.4923,32.04,23.95,1941
80510,4/12/1941,MTO,30.98472222,29.85138889,32.05,23.7,1941
80513,4/12/1941,MTO,30.2469,32.4923,32.15,23.36,1941
80514,4/12/1941,MTO,30.98472222,29.85138889,32.04,23.95,1941
80526,4/13/1941,MTO,30.98472222,29.85138889,31.91,23.91,1941
80527,4/13/1941,MTO,30.2469,32.4923,31.91,23.91,1941
80531,4/13/1941,MTO,30.98472222,29.85138889,31.5,25.12,1941
80532,4/13/1941,MTO,30.98472222,29.85138889,32.04,23.95,1941
80667,4/21/1944,MTO,41.036617,13.960642000000002,42.5,12.52,1944
80703,4/21/1944,MTO,41.036617,13.960642000000002,42.52,12.28,1944
80719,4/21/1944,MTO,41.036617,13.960642000000002,41.45,13.45,1944
80723,4/21/1944,MTO,41.036617,13.960642000000002,42.47,12.4,1944
80860,4/14/1941,MTO,30.2469,32.4923,31.91,23.91,1941
80865,4/14/1941,MTO,30.98472222,29.85138889,31.5,25.12,1941
80916,4/15/1941,MTO,30.98472222,29.85138889,31.58,25.05,1941
80918,4/15/1941,MTO,30.2469,32.4923,31.97,0.03,1941
80919,4/15/1941,MTO,30.98472222,29.85138889,32.04,23.95,1941
81295,4/16/1941,MTO,30.98472222,29.85138889,32.05,23.7,1941
81296,4/16/1941,MTO,30.98472222,29.85138889,32.77,22.63,1941
81297,4/16/1941,MTO,30.2469,32.4923,32.77,22.63,1941
81298,4/16/1941,MTO,30.2469,32.4923,31.91,23.91,1941
81299,4/16/1941,MTO,30.2469,32.4923,32.15,23.36,1941
81301,4/16/1941,MTO,30.2469,32.4923,31.5,25.12,1941
81466,4/22/1944,MTO,41.036617,13.960642000000002,42.72,12.12,1944
81665,4/17/1941,MTO,30.98472222,29.85138889,31.58,25.05,1941
81666,4/17/1941,MTO,30.98472222,29.85138889,32.77,22.63,1941
81667,4/17/1941,MTO,30.2469,32.4923,31.91,23.91,1941
81668,4/17/1941,MTO,30.98472222,29.85138889,31.91,23.91,1941
81674,4/18/1941,MTO,30.98472222,29.85138889,32.05,23.7,1941
81678,4/18/1941,MTO,30.2469,32.4923,32.77,22.63,1941
81679,4/18/1941,MTO,30.98472222,29.85138889,31.91,23.91,1941
81683,4/18/1941,MTO,30.98472222,29.85138889,32.04,23.95,1941
81689,4/19/1941,MTO,30.98472222,29.85138889,32.04,23.95,1941
81690,4/19/1941,MTO,30.2469,32.4923,32.11,20.05,1941
81692,4/19/1941,MTO,30.98472222,29.85138889,32.77,22.63,1941
81698,4/19/1941,MTO,30.98472222,29.85138889,32.04,23.95,1941
81699,4/19/1941,MTO,30.98472222,29.85138889,32.04,23.95,1941
81735,4/20/1941,MTO,30.98472222,29.85138889,32.05,23.7,1941
81736,4/20/1941,MTO,30.2469,32.4923,32.11,20.05,1941
81737,4/20/1941,MTO,30.98472222,29.85138889,31.91,23.91,1941
81738,4/20/1941,MTO,30.2469,32.4923,32.15,23.36,1941
81742,4/21/1941,MTO,30.2469,32.4923,31.58,25.05,1941
81743,4/21/1941,MTO,30.98472222,29.85138889,32.77,22.63,1941
81744,4/21/1941,MTO,30.2469,32.4923,32.15,23.36,1941
81945,4/21/1941,MTO,30.98472222,29.85138889,32.15,23.36,1941
81955,4/22/1941,MTO,30.2469,32.4923,32.5,20.8,1941
81956,4/22/1941,MTO,30.98472222,29.85138889,32.11,20.05,1941
81957,4/22/1941,MTO,30.2469,32.4923,32.11,20.05,1941
81969,4/23/1941,MTO,30.2469,32.4923,32.11,20.05,1941
81970,4/23/1941,MTO,30.98472222,29.85138889,32.15,23.36,1941
81971,4/23/1941,MTO,30.2469,32.4923,32.4,23.13,1941
81972,4/23/1941,MTO,30.2469,32.4923,32.11,20.05,1941
81973,4/23/1941,MTO,30.98472222,29.85138889,32.04,23.95,1941
82000,4/24/1941,MTO,30.98472222,29.85138889,32.05,23.7,1941
82001,4/24/1941,MTO,30.98472222,29.85138889,32.04,23.95,1941
82002,4/24/1941,MTO,30.2469,32.4923,32.11,20.05,1941
82003,4/24/1941,MTO,30.98472222,29.85138889,32.77,22.63,1941
82264,4/23/1944,MTO,41.036617,13.960642000000002,42.72,12.12,1944
82301,4/23/1944,MTO,41.036617,13.960642000000002,42.52,12.28,1944
82305,4/23/1944,MTO,41.036617,13.960642000000002,41.25,13.62,1944
82350,4/25/1941,MTO,30.2469,32.4923,32.11,20.05,1941
82351,4/25/1941,MTO,30.2469,32.4923,32.11,20.05,1941
82366,4/26/1941,MTO,30.2469,32.4923,32.11,20.05,1941
82372,4/27/1941,MTO,30.2469,32.4923,32.11,20.05,1941
82382,4/28/1941,MTO,30.98472222,29.85138889,32.77,22.63,1941
82414,4/29/1941,MTO,30.2469,32.4923,32.11,20.05,1941
82586,4/14/1945,PTO,-6.244444,155.38388899999998,-6.7,155.81666669999998,1945
82662,4/30/1941,MTO,30.2469,32.4923,32.11,20.05,1941
82663,4/30/1941,MTO,30.98472222,29.85138889,32.77,22.63,1941
82664,4/30/1941,MTO,30.2469,32.4923,32.77,22.63,1941
82666,5/1/1941,MTO,30.2469,32.4923,32.11,20.05,1941
82667,5/1/1941,MTO,30.2469,32.4923,32.15,23.36,1941
83162,4/24/1944,MTO,41.036617,13.960642000000002,42.47,12.4,1944
83205,4/24/1944,MTO,41.036617,13.960642000000002,41.45,13.45,1944
84240,4/25/1944,MTO,41.036617,13.960642000000002,42.47,12.4,1944
84248,4/25/1944,MTO,41.036617,13.960642000000002,41.28,13.53,1944
84252,4/25/1944,MTO,41.036617,13.960642000000002,42.5,12.52,1944
84253,4/25/1944,MTO,41.036617,13.960642000000002,41.45,13.45,1944
84254,4/25/1944,MTO,41.036617,13.960642000000002,42.52,12.28,1944
85480,4/27/1944,PTO,-15.25,166.833333,-4.183333333,152.1166667,1944
85541,4/15/1945,PTO,-6.244444,155.38388899999998,-6.7,155.7166667,1945
88684,4/30/1944,PTO,-15.25,166.833333,-4.191286,152.162657,1944
89808,5/1/1944,PTO,-15.25,166.833333,-4.191286,152.162657,1944
91428,5/4/1944,MTO,41.036617,13.960642000000002,42.47,12.4,1944
91454,5/4/1944,PTO,-15.25,166.833333,-4.25,152.2,1944
91456,5/4/1944,MTO,41.036617,13.960642000000002,42.5,12.52,1944
91457,5/4/1944,MTO,41.036617,13.960642000000002,42.28,12.22,1944
91458,5/4/1944,MTO,41.036617,13.960642000000002,42.47,12.4,1944
91751,4/17/1945,PTO,-6.244444,155.38388899999998,-6.7,155.81666669999998,1945
92248,5/6/1944,MTO,41.036617,13.960642000000002,42.53,12.05,1944
92270,5/6/1944,MTO,41.036617,13.960642000000002,42.42,12.12,1944
92278,5/6/1944,MTO,41.036617,13.960642000000002,42.3,12.3,1944
92284,5/6/1944,PTO,-6.216667,155.066667,-4.183333333,152.15,1944
92675,5/6/1944,PTO,-15.25,166.833333,-4.183333333,152.15,1944
92999,5/7/1944,MTO,41.036617,13.960642000000002,42.23,12.22,1944
93031,5/7/1944,MTO,41.036617,13.960642000000002,42.27,12.4,1944
94202,5/8/1944,MTO,41.115481,14.176319,42.32,12.07,1944
94984,5/9/1944,MTO,41.115481,14.176319,42.47,12.4,1944
95309,5/9/1944,MTO,41.115481,14.176319,42.27,12.4,1944
96177,5/10/1944,MTO,41.115481,14.176319,42.47,12.4,1944
96490,5/10/1944,MTO,41.115481,14.176319,42.5,12.52,1944
97383,5/11/1944,PTO,-15.25,166.833333,-6.583333333,155.08333330000002,1944
98209,5/12/1944,PTO,-15.25,166.833333,-4.25,152.2,1944
98215,5/12/1944,MTO,40.838125,14.349381,38.22,15.22,1944
99778,5/13/1944,MTO,41.115481,14.176319,41.82,13.13,1944
99809,5/13/1944,MTO,41.115481,14.176319,41.45,13.58,1944
99810,5/13/1944,MTO,41.115481,14.176319,41.45,13.58,1944
100021,8/19/1941,MTO,15.58,32.52,13.183,37.95,1941
101017,5/14/1944,MTO,41.115481,14.176319,41.27,13.25,1944
101033,5/14/1944,MTO,40.838125,14.349381,38.22,15.22,1944
101785,5/15/1944,MTO,41.115481,14.176319,41.38,13.68,1944
102247,5/16/1944,MTO,40.838125,14.349381,38.22,15.22,1944
105655,5/21/1944,MTO,41.115481,14.176319,42.42,12.12,1944
105985,5/21/1944,MTO,40.838125,14.349381,39.27,16.25,1944
105986,5/21/1944,MTO,41.115481,14.176319,42.27,12.4,1944
106440,5/22/1944,PTO,-15.25,166.833333,-4.183333333,152.1166667,1944
106441,5/22/1944,MTO,41.115481,14.176319,41.77,12.95,1944
106443,5/22/1944,MTO,40.838125,14.349381,39.27,16.25,1944
106462,5/22/1944,MTO,41.115481,14.176319,41.42,13.45,1944
107589,5/23/1944,MTO,40.838125,14.349381,39.27,16.25,1944
107606,5/23/1944,MTO,41.115481,14.176319,41.93,13.1,1944
107607,5/23/1944,MTO,41.115481,14.176319,41.92,12.88,1944
108379,5/24/1944,MTO,40.838125,14.349381,39.27,16.25,1944
108405,5/24/1944,MTO,41.115481,14.176319,41.93,13.1,1944
108406,5/24/1944,MTO,41.115481,14.176319,41.92,12.88,1944
109987,5/25/1944,MTO,41.115481,14.176319,41.68,12.78,1944
109989,5/25/1944,MTO,40.838125,14.349381,39.27,16.25,1944
110012,5/25/1944,MTO,41.115481,14.176319,41.63,13.37,1944
110021,5/25/1944,MTO,41.115481,14.176319,41.68,12.78,1944
110299,4/25/1945,PTO,-6.244444,155.38388899999998,-6.7,155.81666669999998,1945
110846,5/26/1944,MTO,40.838125,14.349381,39.27,16.25,1944
110860,5/26/1944,MTO,41.115481,14.176319,42.08,12.17,1944
111158,5/26/1944,MTO,41.115481,14.176319,41.97,12.8,1944
111575,5/27/1944,MTO,40.838125,14.349381,39.27,16.25,1944
111655,11/27/1941,MTO,15.58,32.52,12.6,37.4667,1941
112054,12/10/1941,PTO,15.18583333,120.5602778,18.5,121.61666000000001,1941
112055,12/10/1941,PTO,15.18583333,120.5602778,18.5,121.61666000000001,1941
112056,12/10/1941,PTO,15.18583333,120.5602778,17.583333,120.3333,1941
112057,12/10/1941,PTO,15.18583333,120.5602778,17.583333,120.3333,1941
112058,12/10/1941,PTO,15.18583333,120.5602778,17.583333,120.3333,1941
112063,12/10/1941,PTO,15.18583333,120.5602778,17.583333,120.3333,1941
112064,12/10/1941,PTO,15.18583333,120.5602778,18.5,121.61666000000001,1941
112089,12/12/1941,PTO,15.18583333,120.5602778,17.583333,120.3333,1941
112091,12/14/1941,PTO,15.18583333,120.5602778,14.5915883,120.97718870000001,1941
112092,12/14/1941,PTO,15.18583333,120.5602778,14.5915883,120.97718870000001,1941
112345,12/22/1941,PTO,-13.05587222,131.0279667,7.05,125.65,1941
112353,12/23/1941,PTO,8.361552778,124.833325,17.583333,120.3333,1941
112367,12/23/1941,PTO,8.361552778,124.833325,7.0764,125.6129,1941
112368,12/24/1941,PTO,8.361552778,124.833325,7.1255,125.6458,1941
112371,12/25/1941,PTO,8.361552778,124.833325,7.05,125.65,1941
112786,1/4/1942,PTO,-0.5,117.15,6.0,125.0,1942
112839,1/7/1942,CBI,16.907305,96.133222,13.69583333,100.5858333,1942
113100,4/26/1945,PTO,-6.244444,155.38388899999998,-6.7,155.81666669999998,1945
113157,1/9/1942,PTO,-4.1,122.43333329999999,5.8333,123.3,1942
113209,1/11/1942,PTO,-4.1,122.43333329999999,3.35,117.566667,1942
113240,5/28/1944,MTO,41.115481,14.176319,41.9,12.47,1944
113251,5/28/1944,MTO,41.115481,14.176319,41.9,12.47,1944
113562,1/15/1942,PTO,-7.977777778,112.62805559999998,5.643056,100.489722,1942
113593,1/16/1942,PTO,-4.1,122.43333329999999,1.1552777779999999,124.84083329999999,1942
113594,1/16/1942,PTO,-4.1,122.43333329999999,1.493056,124.84138899999999,1942
113620,1/19/1942,PTO,-7.977777778,112.62805559999998,5.983333332999999,121.13333329999999,1942
113627,1/21/1942,CBI,16.907305,96.133222,18.1578,97.9336,1942
113628,1/21/1942,CBI,16.907305,96.133222,16.7167,98.5667,1942
113850,4/27/1945,PTO,-6.244444,155.38388899999998,-6.8,155.7833333,1945
113952,1/22/1942,CBI,16.907305,96.133222,16.8697,99.12899999999999,1942
113968,1/23/1942,CBI,16.907305,96.133222,16.7167,98.5667,1942
113969,1/23/1942,CBI,16.907305,96.133222,16.8697,99.12899999999999,1942
113970,1/24/1942,CBI,16.907305,96.133222,13.69583333,100.5858333,1942
113971,1/24/1942,CBI,16.907305,96.133222,13.69583333,100.5858333,1942
113972,1/24/1942,PTO,-7.977777778,112.62805559999998,-1.263539,116.8279,1942
113985,1/25/1942,PTO,-7.977777778,112.62805559999998,-1.263539,116.8279,1942
114017,1/26/1942,CBI,16.907305,96.133222,16.541082,98.529827,1942
114018,1/27/1942,PTO,-7.977777778,112.62805559999998,-1.263539,116.8279,1942
114019,1/27/1942,CBI,16.907305,96.133222,13.69583333,100.5858333,1942
114280,4/28/1945,PTO,-6.244444,155.38388899999998,-6.7,155.81666669999998,1945
114284,4/28/1945,PTO,-6.244444,155.38388899999998,-6.8,155.7833333,1945
114341,1/28/1942,PTO,-7.977777778,112.62805559999998,-3.9674888889999997,122.5947,1942
114342,1/28/1942,PTO,-2.900277778,104.7,3.775,103.20833329999999,1942
114343,1/28/1942,PTO,-2.900277778,104.7,3.1475,101.69333329999999,1942
114370,1/29/1942,PTO,-7.977777778,112.62805559999998,-1.263539,116.8279,1942
114377,1/30/1942,PTO,-7.977777778,112.62805559999998,-1.263539,116.8279,1942
114383,1/30/1942,PTO,-7.977777778,112.62805559999998,-1.263539,116.8279,1942
114384,1/31/1942,PTO,-7.977777778,112.62805559999998,-1.263539,116.8279,1942
114404,2/1/1942,CBI,16.907305,96.133222,16.575556,97.659444,1942
114409,2/1/1942,PTO,-7.766666667,110.3,-1.263539,116.8279,1942
114410,2/2/1942,PTO,-7.766666667,110.3,-1.263539,116.8279,1942
114411,2/2/1942,CBI,16.907305,96.133222,16.63333333,96.86666667,1942
114412,2/3/1942,PTO,-7.977777778,112.62805559999998,-1.263539,116.8279,1942
114413,2/3/1942,CBI,16.907305,96.133222,16.492097,97.6035831,1942
114415,2/4/1942,CBI,16.907305,96.133222,18.75,97.916667,1942
114416,2/4/1942,CBI,16.907305,96.133222,16.933332999999998,97.366667,1942
114419,2/5/1942,CBI,16.907305,96.133222,16.933332999999998,97.366667,1942
114420,2/5/1942,CBI,16.907305,96.133222,16.933332999999998,97.366667,1942
114424,2/6/1942,CBI,16.907305,96.133222,16.48333333,97.63333333,1942
114434,2/8/1942,CBI,16.907305,96.133222,16.933332999999998,97.366667,1942
114436,2/9/1942,PTO,-7.766666667,110.3,-8.8,115.4,1942
114437,2/9/1942,PTO,-7.766666667,110.3,-5.1666,120.3,1942
114438,2/9/1942,CBI,16.907305,96.133222,16.933332999999998,97.366667,1942
114439,2/9/1942,CBI,16.907305,96.133222,16.933332999999998,97.366667,1942
114643,2/10/1942,CBI,16.907305,96.133222,18.795278,98.998611,1942
114644,2/10/1942,CBI,16.907305,96.133222,17.0,97.617,1942
114672,2/11/1942,CBI,16.907305,96.133222,18.795278,98.998611,1942
114673,2/11/1942,CBI,16.907305,96.133222,16.48333333,97.63333333,1942
114674,2/11/1942,CBI,16.907305,96.133222,16.933332999999998,97.366667,1942
114703,2/12/1942,PTO,-7.977777778,112.62805559999998,-5.133333,119.41666699999999,1942
114704,2/12/1942,CBI,16.907305,96.133222,16.48333333,97.63333333,1942
114705,2/12/1942,CBI,16.907305,96.133222,16.933332999999998,97.366667,1942
114732,2/14/1942,CBI,16.907305,96.133222,16.63333333,96.86666667,1942
114733,2/14/1942,CBI,16.907305,96.133222,16.933332999999998,97.366667,1942
114799,4/29/1945,PTO,-6.244444,155.38388899999998,-6.7,155.81666669999998,1945
114865,5/29/1944,MTO,41.115481,14.176319,41.9,12.47,1944
114904,5/29/1944,MTO,41.115481,14.176319,41.9,12.47,1944
114935,5/29/1944,MTO,41.115481,14.176319,41.9,12.47,1944
115061,2/15/1942,PTO,-7.977777778,112.62805559999998,-2.991108,104.756733,1942
115062,2/15/1942,CBI,16.907305,96.133222,21.783333,96.43333299999999,1942
115063,2/15/1942,CBI,16.907305,96.133222,16.979722,97.449722,1942
115068,2/16/1942,PTO,-7.766666667,110.3,-2.343611111,104.9225,1942
115069,2/16/1942,CBI,16.907305,96.133222,16.48333333,97.63333333,1942
115070,2/16/1942,CBI,16.907305,96.133222,16.48333333,97.63333333,1942
115071,2/16/1942,CBI,16.907305,96.133222,16.5,97.6167,1942
115082,2/16/1942,CBI,16.907305,96.133222,16.48333333,97.63333333,1942
115083,2/17/1942,CBI,16.907305,96.133222,16.63333333,96.86666667,1942
115087,2/17/1942,CBI,16.907305,96.133222,18.795278,98.998611,1942
115088,2/18/1942,CBI,16.907305,96.133222,17.217,97.23299999999999,1942
115089,2/18/1942,CBI,16.907305,96.133222,19.603889000000002,97.2725,1942
