,Mission Date,Theater of Operations,lat1,long1,lat2,long2,year
162109,6/9/1943,MTO,32.096944,20.269444,37.46,14.87,1943
162314,7/10/1944,ETO,42.55,9.484722,48.03,-0.27,1944
162390,6/9/1943,MTO,32.096944,20.269444,37.47,15.06,1943
162391,6/9/1943,MTO,32.096944,20.269444,37.46,14.87,1943
162395,6/10/1943,MTO,36.692278,10.8359,36.75,12.0,1943
162404,6/10/1943,MTO,36.649608,10.121936,38.1,15.65,1943
162405,6/10/1943,MTO,36.649608,10.121936,38.1,15.65,1943
162694,6/11/1943,MTO,36.692278,10.8359,36.75,12.0,1943
162701,6/11/1943,MTO,36.692278,10.8359,35.52,12.58,1943
163258,7/12/1944,ETO,42.55,9.484722,44.0,1.0,1944
163323,6/12/1943,MTO,36.692278,10.8359,35.52,12.58,1943
163328,6/12/1943,MTO,36.692278,10.8359,35.52,12.58,1943
163335,6/12/1943,MTO,36.649608,10.121936,37.47,15.06,1943
163336,6/12/1943,MTO,36.649608,10.121936,37.47,15.06,1943
163597,6/13/1943,MTO,32.096944,20.269444,37.46,14.87,1943
163598,6/13/1943,MTO,32.096944,20.269444,37.46,14.87,1943
163924,6/13/1943,MTO,32.096944,20.269444,37.47,15.06,1943
164213,6/17/1943,MTO,32.096944,20.269444,36.99,14.61,1943
164215,6/17/1943,PTO,-8.522991,179.197665,1.5,173.0,1943
164219,6/17/1943,MTO,36.649608,10.121936,36.93,14.6,1943
164220,6/17/1943,MTO,36.649608,10.121936,36.93,14.6,1943
164221,6/17/1943,MTO,32.096944,20.269444,36.99,14.61,1943
164255,6/17/1943,MTO,32.096944,20.269444,37.5,15.09,1943
164262,6/18/1943,MTO,36.692278,10.8359,40.92,9.48,1943
164263,6/18/1943,MTO,36.692278,10.8359,36.75,12.0,1943
164279,6/19/1943,MTO,32.096944,20.269444,41.24,15.8,1943
164280,6/19/1943,MTO,36.692278,10.8359,36.75,12.0,1943
164412,7/13/1944,PTO,-6.244444,155.38388899999998,-5.516666667000001,154.7666667,1944
164512,6/19/1943,MTO,32.096944,20.269444,38.12,15.65,1943
164524,6/20/1943,MTO,36.692278,10.8359,36.75,12.0,1943
164525,6/20/1943,MTO,36.692278,10.8359,37.67,12.78,1943
164533,6/20/1943,MTO,36.649608,10.121936,38.1,15.65,1943
164534,6/20/1943,MTO,36.649608,10.121936,38.22,15.22,1943
164552,6/21/1943,MTO,32.096944,20.269444,38.12,15.65,1943
164554,6/21/1943,MTO,36.692278,10.8359,36.75,12.0,1943
164558,6/21/1943,PTO,-8.522991,179.197665,-0.666667,174.35,1943
164801,6/21/1943,MTO,32.096944,20.269444,41.24,15.8,1943
164804,6/22/1943,MTO,36.692278,10.8359,36.75,12.0,1943
164805,6/22/1943,MTO,36.649608,10.121936,36.93,14.6,1943
164806,6/22/1943,MTO,36.649608,10.121936,36.93,14.6,1943
165118,6/23/1943,MTO,36.692278,10.8359,36.75,12.0,1943
165134,6/24/1943,MTO,32.096944,20.269444,40.5,22.98,1943
165183,7/14/1944,PTO,-6.244444,155.38388899999998,-5.516666667000001,154.7666667,1944
165218,7/14/1944,MTO,42.55,9.484722,44.98,10.77,1944
165406,6/24/1943,MTO,32.096944,20.269444,40.5,22.98,1943
165418,6/25/1943,MTO,36.649608,10.121936,38.18,15.57,1943
165419,6/25/1943,MTO,36.649608,10.121936,38.18,15.57,1943
166038,6/27/1943,MTO,32.096944,20.269444,40.63,22.94,1943
166068,6/27/1943,MTO,32.096944,20.269444,38.06,23.55,1943
166069,6/27/1943,MTO,32.096944,20.269444,40.63,22.94,1943
166080,6/28/1943,MTO,36.692278,10.8359,36.58,10.9,1943
166282,6/28/1943,MTO,36.692278,10.8359,39.48,8.75,1943
166284,6/28/1943,MTO,36.649608,10.121936,38.1,15.65,1943
166617,6/28/1943,MTO,36.649608,10.121936,38.1,15.65,1943
166623,6/28/1943,PTO,-8.522991,179.197665,-0.5166666670000001,166.93333330000002,1943
166824,7/1/1943,MTO,36.649608,10.121936,37.47,15.06,1943
167110,7/3/1943,MTO,37.131022,14.321464,37.78,12.42,1943
167111,7/3/1943,MTO,37.131022,14.321464,37.78,12.42,1943
167120,7/3/1943,MTO,37.131022,14.321464,37.78,12.42,1943
167121,7/3/1943,MTO,36.649608,10.121936,37.47,15.06,1943
167381,7/4/1943,MTO,37.131022,14.321464,38.0,12.58,1943
167382,7/4/1943,MTO,37.131022,14.321464,39.27,16.25,1943
167761,7/5/1943,MTO,37.131022,14.321464,37.6,12.95,1943
167763,7/5/1943,MTO,37.131022,14.321464,37.52,13.05,1943
167766,7/5/1943,MTO,37.131022,14.321464,39.27,16.25,1943
167772,7/5/1943,MTO,36.649608,10.121936,37.47,15.06,1943
168041,7/6/1943,MTO,37.131022,14.321464,37.28,13.5,1943
168043,7/6/1943,MTO,37.131022,14.321464,37.1,13.92,1943
168044,7/6/1943,MTO,37.131022,14.321464,37.28,13.5,1943
168050,7/6/1943,MTO,37.131022,14.321464,37.78,12.42,1943
168051,7/6/1943,MTO,37.131022,14.321464,37.78,12.42,1943
168311,7/7/1943,MTO,37.131022,14.321464,37.28,13.5,1943
168319,7/7/1943,MTO,37.131022,14.321464,37.52,13.05,1943
168320,7/7/1943,MTO,37.131022,14.321464,37.47,14.85,1943
168322,7/7/1943,MTO,37.131022,14.321464,37.78,12.42,1943
168372,7/7/1943,MTO,36.649608,10.121936,37.47,15.06,1943
168375,7/8/1943,MTO,37.131022,14.321464,37.35,13.83,1943
168377,7/8/1943,MTO,37.131022,14.321464,37.1,13.92,1943
168378,7/8/1943,MTO,37.131022,14.321464,37.57,14.3,1943
168584,7/8/1943,MTO,37.131022,14.321464,37.3,13.58,1943
168585,7/8/1943,MTO,37.131022,14.321464,37.1,13.92,1943
168646,7/9/1943,MTO,37.131022,14.321464,37.28,13.5,1943
168647,7/9/1943,MTO,37.131022,14.321464,36.83,14.92,1943
168648,7/9/1943,MTO,37.131022,14.321464,37.47,14.85,1943
168651,7/9/1943,MTO,37.131022,14.321464,37.2,14.63,1943
168652,7/9/1943,MTO,37.131022,14.321464,37.28,13.5,1943
168653,7/9/1943,MTO,37.131022,14.321464,37.07,14.25,1943
168654,7/9/1943,MTO,37.131022,14.321464,37.13,14.32,1943
168655,7/9/1943,MTO,36.649608,10.121936,36.9,15.13,1943
168968,7/10/1943,MTO,37.131022,14.321464,37.38,14.33,1943
168969,7/10/1943,MTO,37.131022,14.321464,37.07,14.25,1943
168970,7/10/1943,MTO,37.131022,14.321464,37.52,13.05,1943
168972,7/10/1943,MTO,37.131022,14.321464,37.5,14.05,1943
169095,7/10/1943,MTO,37.131022,14.321464,37.5,14.05,1943
169096,7/10/1943,MTO,37.131022,14.321464,37.35,13.83,1943
169097,7/10/1943,MTO,37.131022,14.321464,39.27,16.25,1943
169098,7/10/1943,MTO,37.131022,14.321464,37.57,14.3,1943
169099,7/10/1943,MTO,37.131022,14.321464,37.35,13.83,1943
169100,7/10/1943,MTO,37.131022,14.321464,37.35,13.83,1943
169412,7/11/1943,MTO,37.131022,14.321464,37.52,13.05,1943
169413,7/11/1943,MTO,37.131022,14.321464,37.72,13.4,1943
169414,7/11/1943,MTO,37.131022,14.321464,37.13,14.32,1943
169415,7/11/1943,MTO,37.131022,14.321464,39.27,16.25,1943
169426,7/11/1943,MTO,37.131022,14.321464,45.1,11.47,1943
169435,7/11/1943,PTO,-8.522991,179.197665,6.0,169.58333330000002,1943
169436,7/11/1943,MTO,37.131022,14.321464,37.5,14.05,1943
169437,7/11/1943,MTO,37.131022,14.321464,37.57,14.3,1943
169438,7/11/1943,MTO,37.131022,14.321464,37.97,13.45,1943
169439,7/11/1943,MTO,37.131022,14.321464,37.67,12.78,1943
169440,7/11/1943,MTO,37.131022,14.321464,38.02,14.35,1943
169441,7/11/1943,MTO,36.649608,10.121936,38.1,15.65,1943
169442,7/11/1943,MTO,36.649608,10.121936,38.67,16.1,1943
169709,7/12/1943,MTO,37.131022,14.321464,37.98,13.68,1943
169712,7/12/1943,MTO,37.131022,14.321464,37.98,13.68,1943
169713,7/12/1943,MTO,37.131022,14.321464,37.98,13.68,1943
169715,7/12/1943,MTO,37.131022,14.321464,37.47,14.85,1943
169717,7/12/1943,MTO,37.131022,14.321464,39.27,16.25,1943
169722,7/12/1943,MTO,36.649608,10.121936,38.67,16.1,1943
169777,7/13/1943,MTO,37.131022,14.321464,37.5,14.05,1943
169778,7/13/1943,MTO,37.131022,14.321464,37.98,13.68,1943
169780,7/13/1943,MTO,37.131022,14.321464,39.27,16.25,1943
169992,7/13/1943,MTO,37.131022,14.321464,37.8,13.27,1943
169993,7/13/1943,MTO,37.131022,14.321464,37.67,12.78,1943
169994,7/13/1943,MTO,37.131022,14.321464,37.63,14.35,1943
169995,7/13/1943,MTO,37.131022,14.321464,37.98,13.68,1943
169996,7/13/1943,MTO,37.131022,14.321464,37.67,12.78,1943
169997,7/13/1943,MTO,37.131022,14.321464,37.72,13.43,1943
169998,7/13/1943,MTO,37.131022,14.321464,37.38,14.33,1943
170078,7/14/1943,MTO,37.131022,14.321464,37.57,14.3,1943
170281,7/14/1943,MTO,37.131022,14.321464,37.5,14.05,1943
170282,7/14/1943,MTO,37.131022,14.321464,39.27,16.25,1943
170288,7/14/1943,MTO,36.649608,10.121936,38.18,15.57,1943
170289,7/14/1943,MTO,37.131022,14.321464,37.8,13.27,1943
170290,7/14/1943,MTO,37.131022,14.321464,37.63,14.35,1943
170291,7/14/1943,MTO,37.131022,14.321464,37.52,14.33,1943
170292,7/14/1943,MTO,37.131022,14.321464,37.5,14.05,1943
170293,7/14/1943,MTO,37.131022,14.321464,38.1,13.33,1943
170665,7/15/1943,MTO,37.131022,14.321464,37.98,13.68,1943
170667,7/15/1943,MTO,37.131022,14.321464,39.27,16.25,1943
170669,7/15/1943,MTO,37.131022,14.321464,37.75,14.38,1943
170670,7/15/1943,MTO,37.131022,14.321464,37.75,13.6,1943
170674,7/15/1943,MTO,37.131022,14.321464,37.57,14.3,1943
170675,7/15/1943,MTO,37.131022,14.321464,38.02,14.35,1943
170943,7/15/1943,MTO,36.649608,10.121936,39.08,17.13,1943
170948,7/16/1943,MTO,37.131022,14.321464,37.13,14.32,1943
170949,7/16/1943,MTO,36.692278,10.8359,36.75,12.0,1943
170950,7/16/1943,MTO,37.131022,14.321464,38.67,16.1,1943
170951,7/16/1943,MTO,37.131022,14.321464,37.07,14.25,1943
170953,7/16/1943,MTO,37.131022,14.321464,39.27,16.25,1943
171213,7/17/1943,MTO,37.131022,14.321464,39.27,16.25,1943
171214,7/17/1943,MTO,37.131022,14.321464,40.67,14.0,1943
171219,7/17/1943,MTO,36.649608,10.121936,38.1,15.65,1943
171527,7/18/1943,MTO,37.131022,14.321464,37.6,14.02,1943
171529,7/18/1943,MTO,36.692278,10.8359,36.58,10.9,1943
171531,7/18/1943,MTO,37.131022,14.321464,37.6,14.02,1943
171533,7/18/1943,MTO,37.131022,14.321464,37.65,14.85,1943
171547,7/18/1943,MTO,37.131022,14.321464,39.27,16.25,1943
171548,7/18/1943,MTO,37.131022,14.321464,37.65,14.85,1943
171549,7/18/1943,MTO,37.131022,14.321464,37.65,14.85,1943
171550,7/18/1943,MTO,37.131022,14.321464,37.75,13.6,1943
171603,7/21/1944,PTO,-6.244444,155.38388899999998,-6.3,155.7166667,1944
171790,7/19/1943,MTO,36.649608,10.121936,38.67,16.1,1943
171875,7/20/1943,MTO,37.131022,14.321464,37.07,14.25,1943
172083,7/20/1943,MTO,37.131022,14.321464,40.0,14.0,1943
172138,7/21/1943,MTO,37.131022,14.321464,37.75,14.38,1943
172140,7/21/1943,MTO,37.131022,14.321464,37.52,15.08,1943
172149,7/21/1943,MTO,37.131022,14.321464,37.52,15.08,1943
172407,7/22/1943,MTO,37.131022,14.321464,37.7,14.93,1943
172408,7/22/1943,MTO,37.131022,14.321464,37.75,14.38,1943
172409,7/22/1943,MTO,37.131022,14.321464,37.8,14.1,1943
172410,7/22/1943,MTO,37.131022,14.321464,37.7,14.93,1943
172413,7/22/1943,MTO,37.131022,14.321464,37.57,14.25,1943
172427,7/22/1943,MTO,37.131022,14.321464,40.62,14.97,1943
172436,7/22/1943,MTO,37.131022,14.321464,37.75,14.38,1943
172437,7/22/1943,MTO,37.131022,14.321464,39.27,16.25,1943
172438,7/22/1943,MTO,37.131022,14.321464,37.75,14.38,1943
172473,7/23/1943,MTO,37.131022,14.321464,38.02,14.35,1943
172474,7/23/1943,MTO,37.131022,14.321464,38.15,14.73,1943
172476,7/23/1943,MTO,37.131022,14.321464,38.15,14.73,1943
172682,7/23/1943,MTO,37.131022,14.321464,39.27,16.25,1943
172684,7/23/1943,MTO,37.131022,14.321464,39.08,17.13,1943
172688,7/23/1943,MTO,37.131022,14.321464,38.08,16.53,1943
172689,7/23/1943,MTO,37.131022,14.321464,38.15,14.73,1943
172690,7/23/1943,MTO,37.131022,14.321464,37.98,13.68,1943
172691,7/23/1943,MTO,37.131022,14.321464,41.77,12.65,1943
172692,7/23/1943,MTO,37.131022,14.321464,38.15,14.73,1943
172693,7/23/1943,MTO,36.649608,10.121936,38.1,15.65,1943
172694,7/23/1943,MTO,36.649608,10.121936,38.1,15.65,1943
172756,7/24/1943,MTO,37.131022,14.321464,38.02,14.35,1943
172759,7/24/1943,MTO,37.131022,14.321464,38.02,14.35,1943
172760,7/24/1943,MTO,37.131022,14.321464,38.2,15.25,1943
172761,7/24/1943,MTO,37.131022,14.321464,38.2,15.25,1943
172982,7/24/1943,MTO,37.131022,14.321464,38.15,14.73,1943
172983,7/24/1943,MTO,37.131022,14.321464,39.27,16.25,1943
173049,7/25/1943,MTO,37.131022,14.321464,38.18,15.57,1943
173051,7/25/1943,MTO,37.131022,14.321464,37.63,14.35,1943
173052,7/25/1943,MTO,37.131022,14.321464,38.2,15.25,1943
173053,7/25/1943,MTO,37.131022,14.321464,38.02,14.35,1943
173057,7/25/1943,MTO,37.131022,14.321464,45.45,9.15,1943
173341,7/26/1943,MTO,37.131022,14.321464,38.2,15.25,1943
173342,7/26/1943,MTO,37.131022,14.321464,38.2,15.25,1943
173343,7/26/1943,MTO,37.131022,14.321464,40.78,13.43,1943
173347,7/26/1943,MTO,37.131022,14.321464,45.45,9.15,1943
173358,7/26/1943,MTO,36.649608,10.121936,38.1,15.65,1943
173610,7/27/1943,MTO,37.131022,14.321464,38.2,15.25,1943
173615,7/27/1943,MTO,37.131022,14.321464,38.2,15.25,1943
173616,7/27/1943,MTO,37.131022,14.321464,38.0,15.58,1943
173626,7/27/1943,MTO,37.131022,14.321464,38.2,15.25,1943
173887,7/28/1943,MTO,37.131022,14.321464,37.83,14.7,1943
173889,7/28/1943,MTO,37.131022,14.321464,37.78,14.6,1943
173893,7/28/1943,MTO,37.131022,14.321464,37.78,14.6,1943
173903,7/28/1943,MTO,37.131022,14.321464,37.83,14.7,1943
174383,7/30/1943,MTO,36.649608,10.121936,38.1,15.65,1943
174384,7/30/1943,MTO,36.649608,10.121936,38.1,15.65,1943
174684,7/31/1943,MTO,37.131022,14.321464,37.78,14.6,1943
174688,7/31/1943,MTO,37.131022,14.321464,46.33,13.33,1943
174740,8/1/1943,MTO,37.131022,14.321464,37.83,14.7,1943
174741,8/1/1943,MTO,37.131022,14.321464,38.15,14.73,1943
174742,8/1/1943,MTO,37.131022,14.321464,37.78,14.6,1943
174952,7/25/1944,MTO,42.55,9.484722,45.0,11.67,1944
175061,8/2/1943,MTO,37.131022,14.321464,37.83,14.7,1943
175062,8/2/1943,MTO,37.131022,14.321464,38.15,14.73,1943
175073,8/2/1943,MTO,37.131022,14.321464,38.15,14.73,1943
175076,8/2/1943,MTO,37.131022,14.321464,37.78,14.6,1943
175077,8/2/1943,MTO,36.649608,10.121936,38.1,15.65,1943
175345,8/3/1943,MTO,37.131022,14.321464,37.83,14.7,1943
175348,8/3/1943,MTO,37.131022,14.321464,37.83,14.7,1943
175354,8/3/1943,MTO,37.131022,14.321464,38.02,14.6,1943
175594,8/4/1943,MTO,37.131022,14.321464,37.78,14.6,1943
175597,8/4/1943,MTO,37.131022,14.321464,38.27,15.8,1943
175620,8/4/1943,MTO,37.131022,14.321464,38.48,15.97,1943
175621,8/4/1943,MTO,37.131022,14.321464,38.43,15.9,1943
175890,8/5/1943,MTO,37.131022,14.321464,37.78,14.6,1943
175891,8/5/1943,MTO,37.131022,14.321464,37.78,14.6,1943
175892,8/5/1943,MTO,37.131022,14.321464,37.78,14.6,1943
175895,8/5/1943,MTO,37.131022,14.321464,38.48,15.97,1943
175896,8/5/1943,MTO,36.649608,10.121936,38.22,15.22,1943
175915,8/6/1943,MTO,37.131022,14.321464,37.83,14.7,1943
175916,8/6/1943,MTO,37.131022,14.321464,37.78,14.6,1943
175917,8/6/1943,MTO,37.131022,14.321464,37.83,14.7,1943
175920,8/6/1943,MTO,37.131022,14.321464,37.78,14.6,1943
175921,8/6/1943,MTO,37.131022,14.321464,37.77,14.83,1943
175922,8/6/1943,MTO,37.131022,14.321464,37.78,14.6,1943
176194,8/7/1943,MTO,37.131022,14.321464,38.08,14.63,1943
176197,8/7/1943,MTO,37.131022,14.321464,38.02,14.6,1943
176200,8/7/1943,MTO,37.131022,14.321464,38.02,14.6,1943
176201,8/7/1943,MTO,37.131022,14.321464,41.77,12.65,1943
176490,8/8/1943,MTO,37.131022,14.321464,38.02,15.12,1943
176492,8/8/1943,MTO,37.131022,14.321464,37.83,14.7,1943
176496,8/8/1943,MTO,36.649608,10.121936,38.22,15.22,1943
176536,8/9/1943,MTO,37.131022,14.321464,38.13,15.22,1943
176539,8/9/1943,MTO,37.131022,14.321464,38.13,14.95,1943
176556,8/9/1943,MTO,37.131022,14.321464,41.48,13.7,1943
176557,8/9/1943,MTO,37.131022,14.321464,38.15,14.73,1943
176558,8/9/1943,MTO,37.131022,14.321464,38.15,14.73,1943
176559,8/9/1943,MTO,37.131022,14.321464,38.15,14.73,1943
176560,8/9/1943,MTO,37.131022,14.321464,38.15,14.73,1943
176827,8/10/1943,MTO,37.131022,14.321464,38.15,14.73,1943
176828,8/10/1943,MTO,37.131022,14.321464,38.15,14.73,1943
176829,8/10/1943,MTO,37.131022,14.321464,38.15,14.73,1943
176830,8/10/1943,MTO,37.131022,14.321464,38.13,15.22,1943
176872,8/11/1943,MTO,37.131022,14.321464,38.15,15.05,1943
177093,8/11/1943,MTO,37.131022,14.321464,38.15,14.73,1943
177094,8/11/1943,MTO,37.131022,14.321464,38.35,16.28,1943
177095,8/11/1943,MTO,37.131022,14.321464,45.53,13.55,1943
177096,8/11/1943,MTO,36.649608,10.121936,38.22,15.22,1943
177158,8/12/1943,MTO,37.131022,14.321464,38.13,14.95,1943
177685,8/13/1943,MTO,37.131022,14.321464,38.22,15.37,1943
177686,8/13/1943,MTO,37.131022,14.321464,38.23,15.72,1943
177692,8/13/1943,MTO,37.131022,14.321464,38.2,15.25,1943
177693,8/13/1943,MTO,37.131022,14.321464,38.15,15.05,1943
177698,8/13/1943,MTO,37.131022,14.321464,38.15,15.05,1943
177716,8/13/1943,MTO,37.131022,14.321464,38.18,15.57,1943
178019,8/14/1943,MTO,37.131022,14.321464,38.43,15.9,1943
178029,8/14/1943,MTO,37.131022,14.321464,44.62,11.42,1943
178032,8/14/1943,MTO,37.131022,14.321464,38.22,15.37,1943
178033,8/14/1943,MTO,37.131022,14.321464,38.2,15.25,1943
178034,8/14/1943,MTO,37.131022,14.321464,38.15,14.73,1943
178035,8/14/1943,MTO,36.649608,10.121936,38.22,15.22,1943
178080,8/15/1943,MTO,37.131022,14.321464,38.23,15.72,1943
